store_name,order_local_timezone,order_referenceid,finished_order_status,delivery_type,order_create_date,order_create_datetime,order_accepted_datetime,order_marked_ready_for_pickup,courier_arrive_datetime,courier_pickup_datetime,order_delivered_datetime,reject_reason,order_total_gross,order_total_net
Tibi Foods - Surulere,Africa/Lagos,810226,success,delivery,23/12/28,23/06/23 17:52,23/06/23 17:53,23/06/23 18:14,23/06/23 18:18,23/06/23 18:22,23/06/23 18:29,,3900,3900
Tibi Foods - Surulere,Africa/Lagos,811956,success,delivery,23/12/28,23/06/24 9:37,23/06/24 9:40,23/06/24 10:08,23/06/24 10:14,23/06/24 10:18,23/06/24 10:27,,2500,2500
Tibi Foods - Surulere,Africa/Lagos,812804,success,delivery,23/12/28,23/06/24 12:32,23/06/24 12:32,23/06/24 12:59,23/06/24 13:02,23/06/24 13:09,23/06/24 13:14,,5000,5000
Tibi Foods - Surulere,Africa/Lagos,814797,success,delivery,23/12/28,23/06/24 18:12,23/06/24 18:14,23/06/24 18:32,23/06/24 18:39,23/06/24 18:49,23/06/24 19:09,,7100,7100
Tibi Foods - Surulere,Africa/Lagos,814874,success,delivery,23/12/28,23/06/24 18:26,23/06/24 18:27,23/06/24 18:39,23/06/24 18:45,23/06/24 18:54,23/06/24 19:13,,8200,8200
Tibi Foods - Surulere,Africa/Lagos,815162,success,delivery,23/12/28,23/06/24 19:13,23/06/24 19:22,23/06/24 19:44,23/06/24 19:44,23/06/24 19:54,23/06/24 20:08,,3400,3400
Tibi Foods - Surulere,Africa/Lagos,816271,success,delivery,23/12/28,23/06/25 11:14,23/06/25 11:14,23/06/25 11:37,23/06/25 11:44,23/06/25 11:46,23/06/25 11:52,,5300,5300
Tibi Foods - Surulere,Africa/Lagos,816576,success,delivery,23/12/28,23/06/25 12:10,23/06/25 12:14,23/06/25 12:34,23/06/25 12:40,23/06/25 12:46,23/06/25 13:05,,4500,4500
Tibi Foods - Surulere,Africa/Lagos,816890,success,delivery,23/12/28,23/06/25 13:07,23/06/25 13:09,23/06/25 13:35,23/06/25 13:52,23/06/25 13:52,23/06/25 14:11,,8500,8500
Tibi Foods - Surulere,Africa/Lagos,817322,success,delivery,23/12/28,23/06/25 14:07,23/06/25 14:09,23/06/25 14:41,23/06/25 14:49,23/06/25 15:16,23/06/25 15:22,,11200,11200
Tibi Foods - Surulere,Africa/Lagos,818340,success,delivery,23/12/28,23/06/25 16:50,23/06/25 16:51,23/06/25 17:14,23/06/25 17:18,23/06/25 17:26,23/06/25 17:31,,5300,5300
Tibi Foods - Surulere,Africa/Lagos,819204,success,delivery,23/12/28,23/06/25 18:27,23/06/25 18:28,23/06/25 18:50,23/06/25 18:54,23/06/25 18:54,23/06/25 19:02,,3400,3400
Tibi Foods - Surulere,Africa/Lagos,821398,success,delivery,23/12/28,23/06/26 13:22,23/06/26 13:24,23/06/26 13:50,23/06/26 13:58,23/06/26 14:04,23/06/26 14:20,,4500,4500
Tibi Foods - Surulere,Africa/Lagos,821995,success,delivery,23/12/28,23/06/26 14:37,23/06/26 14:37,23/06/26 15:05,23/06/26 15:19,23/06/26 15:25,23/06/26 15:49,,6000,6000
Tibi Foods - Surulere,Africa/Lagos,823252,success,delivery,23/12/28,23/06/26 18:06,23/06/26 18:10,23/06/26 18:32,23/06/26 18:37,23/06/26 18:42,23/06/26 18:55,,4700,4700
Tibi Foods - Surulere,Africa/Lagos,823547,success,delivery,23/12/28,23/06/26 18:52,23/06/26 18:53,23/06/26 19:14,23/06/26 19:24,23/06/26 19:29,23/06/26 19:55,,5300,5300
Tibi Foods - Surulere,Africa/Lagos,823849,success,delivery,23/12/28,23/06/26 19:40,23/06/26 19:42,23/06/26 20:05,23/06/26 20:05,23/06/26 20:20,23/06/26 20:33,,3100,3100
Tibi Foods - Surulere,Africa/Lagos,825246,success,delivery,23/12/28,23/06/27 11:43,23/06/27 11:44,23/06/27 12:11,23/06/27 12:13,23/06/27 12:27,23/06/27 12:35,,7300,7300
Tibi Foods - Surulere,Africa/Lagos,825488,success,delivery,23/12/28,23/06/27 12:12,23/06/27 12:12,23/06/27 12:38,23/06/27 12:42,23/06/27 12:55,23/06/27 13:04,,4700,4700
Tibi Foods - Surulere,Africa/Lagos,828030,success,delivery,23/12/28,23/06/27 17:32,23/06/27 17:33,23/06/27 17:52,23/06/27 17:58,23/06/27 18:01,23/06/27 18:14,,8500,8500
Tibi Foods - Surulere,Africa/Lagos,828534,success,delivery,23/12/28,23/06/27 18:43,23/06/27 18:43,23/06/27 19:01,23/06/27 19:10,23/06/27 19:13,23/06/27 19:31,,6800,6800
Tibi Foods - Surulere,Africa/Lagos,828748,success,delivery,23/12/28,23/06/27 19:11,23/06/27 19:14,23/06/27 19:35,23/06/27 19:43,23/06/27 19:45,23/06/27 20:04,,2500,2500
Tibi Foods - Surulere,Africa/Lagos,828980,success,delivery,23/12/28,23/06/27 19:39,23/06/27 19:41,23/06/27 20:02,23/06/27 20:05,23/06/27 20:10,23/06/27 20:19,,3400,3400
Tibi Foods - Surulere,Africa/Lagos,830209,success,delivery,23/12/28,23/06/28 11:39,23/06/28 11:52,23/06/28 12:14,23/06/28 12:21,23/06/28 12:29,23/06/28 12:44,,3100,3100
Tibi Foods - Surulere,Africa/Lagos,830305,success,delivery,23/12/28,23/06/28 11:57,23/06/28 11:57,23/06/28 12:23,23/06/28 12:25,23/06/28 12:32,23/06/28 13:10,,3900,3900
Tibi Foods - Surulere,Africa/Lagos,830452,success,delivery,23/12/28,23/06/28 12:16,23/06/28 12:18,23/06/28 12:42,23/06/28 12:52,23/06/28 12:55,23/06/28 13:16,,9400,9400
Tibi Foods - Surulere,Africa/Lagos,830660,success,delivery,23/12/28,23/06/28 12:46,23/06/28 12:47,23/06/28 13:08,23/06/28 13:29,23/06/28 13:36,23/06/28 13:43,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,830670,success,delivery,23/12/28,23/06/28 12:47,23/06/28 12:48,23/06/28 13:11,23/06/28 13:29,23/06/28 13:36,23/06/28 13:53,,3900,3900
Tibi Foods - Surulere,Africa/Lagos,830901,success,delivery,23/12/28,23/06/28 13:23,23/06/28 13:23,23/06/28 13:44,23/06/28 14:01,23/06/28 14:16,23/06/28 14:25,,4000,4000
Tibi Foods - Surulere,Africa/Lagos,830915,success,delivery,23/12/28,23/06/28 13:26,23/06/28 13:26,23/06/28 13:50,23/06/28 14:11,23/06/28 14:11,23/06/28 14:13,,2500,2500
Tibi Foods - Surulere,Africa/Lagos,831295,success,delivery,23/12/28,23/06/28 14:30,23/06/28 14:32,23/06/28 14:53,23/06/28 14:55,23/06/28 15:01,23/06/28 15:19,,6000,6000
Tibi Foods - Surulere,Africa/Lagos,831420,success,delivery,23/12/28,23/06/28 14:49,23/06/28 14:50,23/06/28 14:58,23/06/28 15:08,23/06/28 15:11,23/06/28 15:26,,2200,2200
Tibi Foods - Surulere,Africa/Lagos,831647,success,delivery,23/12/28,23/06/28 15:27,23/06/28 15:37,23/06/28 15:59,23/06/28 16:12,23/06/28 16:16,23/06/28 16:36,,5600,5600
Tibi Foods - Surulere,Africa/Lagos,832114,success,delivery,23/12/28,23/06/28 16:41,23/06/28 16:42,23/06/28 17:05,23/06/28 17:18,23/06/28 17:35,23/06/28 17:48,,4700,4700
Tibi Foods - Surulere,Africa/Lagos,832163,success,delivery,23/12/28,23/06/28 16:50,23/06/28 16:53,23/06/28 17:14,23/06/28 17:24,23/06/28 17:33,23/06/28 17:45,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,832175,success,delivery,23/12/28,23/06/28 16:52,23/06/28 16:52,23/06/28 17:14,23/06/28 17:21,23/06/28 17:35,23/06/28 18:11,,2500,2500
Tibi Foods - Surulere,Africa/Lagos,832230,success,delivery,23/12/28,23/06/28 17:03,23/06/28 17:07,23/06/28 17:26,23/06/28 17:31,23/06/28 17:34,23/06/28 17:45,,3800,3800
Tibi Foods - Surulere,Africa/Lagos,832504,success,delivery,23/12/28,23/06/28 17:54,23/06/28 17:57,23/06/28 18:20,23/06/28 18:21,23/06/28 18:31,23/06/28 18:35,,11600,11600
Tibi Foods - Surulere,Africa/Lagos,832810,success,delivery,23/12/28,23/06/28 19:00,23/06/28 19:00,23/06/28 19:23,23/06/28 19:43,23/06/28 20:10,23/06/28 20:12,,2500,2500
Tibi Foods - Surulere,Africa/Lagos,832967,success,delivery,23/12/28,23/06/28 19:41,23/06/28 19:41,23/06/28 20:02,23/06/28 20:07,23/06/28 20:10,23/06/28 20:27,,5000,5000
Tibi Foods - Surulere,Africa/Lagos,833095,success,delivery,23/12/28,23/06/28 20:12,23/06/28 20:15,23/06/28 20:28,23/06/28 20:30,23/06/28 20:35,23/06/28 20:45,,4700,4700
Tibi Foods - Surulere,Africa/Lagos,833232,success,delivery,23/12/28,23/06/28 20:48,23/06/28 20:49,23/06/28 21:11,23/06/28 21:26,23/06/28 21:31,23/06/28 22:07,,3900,3900
Tibi Foods - Surulere,Africa/Lagos,833236,success,delivery,23/12/28,23/06/28 20:50,23/06/28 20:51,23/06/28 21:13,23/06/28 21:25,23/06/28 21:31,23/06/28 21:49,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,834732,success,delivery,23/12/28,23/06/29 13:48,23/06/29 13:51,23/06/29 13:56,23/06/29 13:59,23/06/29 14:09,23/06/29 14:14,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,835263,success,delivery,23/12/28,23/06/29 15:13,23/06/29 15:20,23/06/29 15:39,23/06/29 15:46,23/06/29 15:49,23/06/29 16:08,,4500,4500
Tibi Foods - Surulere,Africa/Lagos,836244,success,delivery,23/12/28,23/06/29 18:09,23/06/29 18:12,23/06/29 18:35,23/06/29 18:37,23/06/29 18:44,23/06/29 19:03,,2500,2500
Tibi Foods - Surulere,Africa/Lagos,836281,success,delivery,23/12/28,23/06/29 18:15,23/06/29 18:18,23/06/29 18:28,23/06/29 18:39,23/06/29 18:48,23/06/29 18:49,,3900,3900
Tibi Foods - Surulere,Africa/Lagos,836318,success,delivery,23/12/28,23/06/29 18:22,23/06/29 18:22,23/06/29 18:32,23/06/29 18:40,23/06/29 18:43,23/06/29 18:56,,7300,7300
Tibi Foods - Surulere,Africa/Lagos,836367,success,delivery,23/12/28,23/06/29 18:31,23/06/29 18:32,23/06/29 18:53,23/06/29 19:04,23/06/29 19:06,23/06/29 19:25,,8400,8400
Tibi Foods - Surulere,Africa/Lagos,836660,success,delivery,23/12/28,23/06/29 19:43,23/06/29 19:44,23/06/29 19:54,23/06/29 20:02,23/06/29 20:06,23/06/29 20:17,,5700,5700
Tibi Foods - Surulere,Africa/Lagos,836697,success,delivery,23/12/28,23/06/29 19:53,23/06/29 19:54,23/06/29 20:05,23/06/29 20:12,23/06/29 20:18,23/06/29 20:35,,4600,4600
Tibi Foods - Surulere,Africa/Lagos,837316,success,delivery,23/12/28,23/06/30 10:29,23/06/30 10:32,23/06/30 10:54,23/06/30 11:02,23/06/30 11:08,23/06/30 11:17,,1600,1600
Tibi Foods - Surulere,Africa/Lagos,837333,success,delivery,23/12/28,23/06/30 10:32,23/06/30 10:32,23/06/30 10:43,23/06/30 10:55,23/06/30 11:06,23/06/30 11:23,,3400,3400
Tibi Foods - Surulere,Africa/Lagos,837822,success,delivery,23/12/28,23/06/30 11:50,23/06/30 11:51,23/06/30 12:13,23/06/30 12:22,23/06/30 13:01,23/06/30 13:21,,5400,5400
Tibi Foods - Surulere,Africa/Lagos,841068,success,delivery,23/12/28,23/06/30 19:50,23/06/30 19:54,23/06/30 20:05,23/06/30 20:19,23/06/30 20:24,23/06/30 20:39,,8600,8600
Tibi Foods - Surulere,Africa/Lagos,841381,success,delivery,23/12/28,23/06/30 20:56,23/06/30 20:57,23/06/30 21:00,23/06/30 21:00,23/06/30 21:06,23/06/30 21:21,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,844738,success,delivery,23/12/28,23/07/01 19:19,23/07/01 19:19,23/07/01 19:41,23/07/01 19:46,23/07/01 19:51,23/07/01 20:13,,3900,3900
Tibi Foods - Surulere,Africa/Lagos,845647,success,delivery,23/12/28,23/07/02 11:25,23/07/02 11:30,23/07/02 11:51,23/07/02 11:56,23/07/02 12:20,23/07/02 12:35,,2200,2200
Tibi Foods - Surulere,Africa/Lagos,847041,success,delivery,23/12/28,23/07/02 16:03,23/07/02 16:04,23/07/02 16:26,23/07/02 16:26,23/07/02 16:32,23/07/02 16:48,,6000,6000
Tibi Foods - Surulere,Africa/Lagos,847327,success,delivery,23/12/28,23/07/02 16:57,23/07/02 16:58,23/07/02 17:20,23/07/02 17:26,23/07/02 17:30,23/07/02 17:47,,5000,5000
Tibi Foods - Surulere,Africa/Lagos,847564,success,delivery,23/12/27,23/07/02 17:39,23/07/02 17:39,23/07/02 18:05,23/07/02 18:05,23/07/02 18:20,23/07/02 18:33,,3400,3400
Tibi Foods - Surulere,Africa/Lagos,848124,success,delivery,23/12/27,23/07/02 19:33,23/07/02 19:35,23/07/02 19:53,23/07/02 20:00,23/07/02 20:11,23/07/02 20:17,,2500,2500
Tibi Foods - Surulere,Africa/Lagos,848201,success,delivery,23/12/27,23/07/02 19:49,23/07/02 19:50,23/07/02 20:11,23/07/02 20:11,23/07/02 20:29,23/07/02 20:46,,5000,5000
Tibi Foods - Surulere,Africa/Lagos,850899,success,delivery,23/12/27,23/07/03 16:18,23/07/03 16:27,23/07/03 16:41,23/07/03 16:42,23/07/03 16:49,23/07/03 16:55,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,851074,success,delivery,23/12/27,23/07/03 16:55,23/07/03 16:55,23/07/03 17:11,23/07/03 17:20,23/07/03 17:20,23/07/03 17:29,,4100,4100
Tibi Foods - Surulere,Africa/Lagos,851939,success,delivery,23/12/27,23/07/03 19:28,23/07/03 19:31,23/07/03 19:42,23/07/03 19:48,23/07/03 20:04,,,5000,5000
Tibi Foods - Surulere,Africa/Lagos,852394,success,delivery,23/12/27,23/07/03 20:42,23/07/03 20:45,23/07/03 21:11,23/07/03 21:13,23/07/03 21:16,23/07/03 22:23,,9000,9000
Tibi Foods - Surulere,Africa/Lagos,853867,success,delivery,23/12/27,23/07/04 12:17,23/07/04 12:18,23/07/04 12:36,23/07/04 12:40,23/07/04 12:43,23/07/04 12:50,,6200,6200
Tibi Foods - Surulere,Africa/Lagos,859207,success,delivery,23/12/27,23/07/05 14:13,23/07/05 14:15,23/07/05 14:38,23/07/05 14:42,23/07/05 14:50,23/07/05 15:14,,5500,5500
Tibi Foods - Surulere,Africa/Lagos,862422,success,delivery,23/12/27,23/07/06 11:34,23/07/06 11:39,23/07/06 11:54,23/07/06 12:01,23/07/06 12:03,23/07/06 12:26,,2500,2500
Tibi Foods - Surulere,Africa/Lagos,865631,success,delivery,23/12/27,23/07/06 19:34,23/07/06 19:35,23/07/06 19:44,23/07/06 19:54,23/07/06 19:56,23/07/06 20:09,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,865687,success,delivery,23/12/27,23/07/06 19:42,23/07/06 19:44,23/07/06 20:05,23/07/06 20:14,23/07/06 20:23,23/07/06 20:40,,7800,7800
Tibi Foods - Surulere,Africa/Lagos,865736,success,delivery,23/12/27,23/07/06 19:51,23/07/06 19:53,23/07/06 20:14,23/07/06 20:14,23/07/06 20:23,23/07/06 21:01,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,865793,success,delivery,23/12/27,23/07/06 20:04,23/07/06 20:04,23/07/06 20:24,23/07/06 20:25,23/07/06 20:28,23/07/06 20:48,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,869691,success,delivery,23/12/27,23/07/07 17:38,23/07/07 17:39,23/07/07 18:08,23/07/07 18:16,23/07/07 18:24,23/07/07 18:46,,4500,4500
Tibi Foods - Surulere,Africa/Lagos,869859,success,delivery,23/12/27,23/07/07 18:07,23/07/07 18:08,23/07/07 18:29,23/07/07 18:32,23/07/07 18:40,23/07/07 18:50,,4900,4900
Tibi Foods - Surulere,Africa/Lagos,870462,success,delivery,23/12/27,23/07/07 19:49,23/07/07 19:51,23/07/07 20:14,23/07/07 20:15,23/07/07 20:21,23/07/07 20:40,,5400,5400
Tibi Foods - Surulere,Africa/Lagos,870584,success,delivery,23/12/27,23/07/07 20:16,23/07/07 20:17,23/07/07 20:44,23/07/07 20:53,23/07/07 20:55,23/07/07 21:14,,5000,5000
Tibi Foods - Surulere,Africa/Lagos,870750,success,delivery,23/12/27,23/07/07 20:46,23/07/07 20:55,23/07/07 21:17,23/07/07 21:36,23/07/07 21:39,23/07/07 22:18,,5200,5200
Tibi Foods - Surulere,Africa/Lagos,871451,success,delivery,23/12/27,23/07/08 11:26,23/07/08 11:28,23/07/08 11:34,23/07/08 11:41,23/07/08 11:47,23/07/08 12:15,,7600,7600
Tibi Foods - Surulere,Africa/Lagos,872197,success,delivery,23/12/27,23/07/08 13:18,23/07/08 13:19,23/07/08 13:50,23/07/08 14:25,23/07/08 14:28,23/07/08 14:49,,3400,3400
Tibi Foods - Surulere,Africa/Lagos,874122,success,delivery,23/12/27,23/07/08 18:53,23/07/08 18:56,23/07/08 19:17,23/07/08 19:18,23/07/08 19:26,23/07/08 19:42,,9000,9000
Tibi Foods - Surulere,Africa/Lagos,874932,success,delivery,23/12/27,23/07/09 9:41,23/07/09 9:43,23/07/09 10:01,23/07/09 10:08,23/07/09 10:28,23/07/09 10:59,,5400,5400
Tibi Foods - Surulere,Africa/Lagos,874967,success,delivery,23/12/27,23/07/09 9:52,23/07/09 9:53,23/07/09 10:17,23/07/09 10:24,23/07/09 10:28,23/07/09 10:32,,3100,3100
Tibi Foods - Surulere,Africa/Lagos,874983,success,delivery,23/12/27,23/07/09 9:59,23/07/09 10:00,23/07/09 10:27,23/07/09 10:49,23/07/09 11:12,23/07/09 11:13,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,874991,success,delivery,23/12/27,23/07/09 10:02,23/07/09 10:03,23/07/09 10:27,23/07/09 10:38,23/07/09 10:42,23/07/09 10:53,,5400,5400
Tibi Foods - Surulere,Africa/Lagos,875189,success,delivery,23/12/27,23/07/09 10:51,23/07/09 10:51,23/07/09 11:23,23/07/09 11:54,23/07/09 11:57,23/07/09 12:05,,4700,4700
Tibi Foods - Surulere,Africa/Lagos,876704,success,delivery,23/12/27,23/07/09 15:17,23/07/09 15:19,23/07/09 15:41,23/07/09 15:46,23/07/09 15:50,23/07/09 15:55,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,877464,success,delivery,23/12/27,23/07/09 17:38,23/07/09 17:39,23/07/09 17:49,23/07/09 18:02,23/07/09 18:20,23/07/09 18:40,,10700,10700
Tibi Foods - Surulere,Africa/Lagos,877519,success,delivery,23/12/27,23/07/09 17:48,23/07/09 17:49,23/07/09 18:11,23/07/09 18:14,23/07/09 18:20,23/07/09 18:25,,5500,5500
Tibi Foods - Surulere,Africa/Lagos,878460,success,delivery,23/12/27,23/07/10 10:17,23/07/10 10:17,23/07/10 10:29,23/07/10 10:33,23/07/10 10:43,23/07/10 10:54,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,879270,success,delivery,23/12/27,23/07/10 12:38,23/07/10 12:41,23/07/10 13:08,23/07/10 13:15,23/07/10 13:17,23/07/10 13:29,,7800,7800
Tibi Foods - Surulere,Africa/Lagos,879348,success,delivery,23/12/27,23/07/10 12:48,23/07/10 12:48,23/07/10 13:08,23/07/10 13:19,23/07/10 13:28,23/07/10 13:35,,4000,4000
Tibi Foods - Surulere,Africa/Lagos,880129,success,delivery,23/12/27,23/07/10 14:40,23/07/10 14:41,23/07/10 15:14,23/07/10 15:22,23/07/10 15:29,23/07/10 15:49,,2500,2500
Tibi Foods - Surulere,Africa/Lagos,881386,success,delivery,23/12/27,23/07/10 18:28,23/07/10 18:30,23/07/10 18:53,23/07/10 19:00,23/07/10 19:07,23/07/10 19:29,,4100,4100
Tibi Foods - Surulere,Africa/Lagos,881896,success,delivery,23/12/27,23/07/10 19:53,23/07/10 19:56,23/07/10 20:13,23/07/10 20:19,23/07/10 20:21,23/07/10 20:46,,4100,4100
Tibi Foods - Surulere,Africa/Lagos,883225,success,delivery,23/12/27,23/07/11 12:06,23/07/11 12:07,23/07/11 12:38,23/07/11 12:48,23/07/11 13:04,23/07/11 13:20,,2500,2500
Tibi Foods - Surulere,Africa/Lagos,883790,success,delivery,23/12/27,23/07/11 13:21,23/07/11 13:21,23/07/11 13:38,23/07/11 13:42,23/07/11 13:44,23/07/11 13:55,,2200,2200
Tibi Foods - Surulere,Africa/Lagos,885544,success,delivery,23/12/27,23/07/11 18:01,23/07/11 18:13,23/07/11 18:59,23/07/11 19:05,23/07/11 19:09,,,6000,6000
Tibi Foods - Surulere,Africa/Lagos,891080,success,delivery,23/12/27,23/07/13 9:30,23/07/13 9:36,23/07/13 9:40,23/07/13 9:54,23/07/13 10:00,23/07/13 10:13,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,891499,success,delivery,23/12/27,23/07/13 11:02,23/07/13 11:03,23/07/13 11:12,23/07/13 11:17,23/07/13 11:22,23/07/13 11:39,,2500,2500
Tibi Foods - Surulere,Africa/Lagos,892573,success,delivery,23/12/27,23/07/13 13:35,23/07/13 13:39,23/07/13 13:56,23/07/13 14:00,23/07/13 14:03,23/07/13 14:10,,4000,4000
Tibi Foods - Surulere,Africa/Lagos,893256,success,delivery,23/12/27,23/07/13 15:18,23/07/13 15:18,23/07/13 15:31,23/07/13 15:35,23/07/13 15:43,23/07/13 15:56,,5600,5600
Tibi Foods - Surulere,Africa/Lagos,895112,success,delivery,23/12/27,23/07/13 20:54,23/07/13 20:55,23/07/13 21:01,23/07/13 21:04,23/07/13 21:09,23/07/13 21:26,,7300,7300
Tibi Foods - Surulere,Africa/Lagos,896226,success,delivery,23/12/27,23/07/14 11:59,23/07/14 12:00,23/07/14 12:14,23/07/14 12:20,23/07/14 12:25,23/07/14 12:36,,6200,6200
Tibi Foods - Surulere,Africa/Lagos,898266,success,delivery,23/12/27,23/07/14 16:41,23/07/14 16:45,23/07/14 17:08,23/07/14 17:10,23/07/14 17:45,23/07/14 17:59,,3400,3400
Tibi Foods - Surulere,Africa/Lagos,898908,success,delivery,23/12/27,23/07/14 18:39,23/07/14 18:44,23/07/14 18:50,23/07/14 18:58,23/07/14 19:00,23/07/14 19:09,,2500,2500
Tibi Foods - Surulere,Africa/Lagos,898948,success,delivery,23/12/27,23/07/14 18:47,23/07/14 18:50,23/07/14 19:11,23/07/14 19:17,23/07/14 19:21,23/07/14 19:39,,3400,3400
Tibi Foods - Surulere,Africa/Lagos,899930,success,delivery,23/12/27,23/07/15 9:43,23/07/15 9:46,23/07/15 10:08,23/07/15 10:26,23/07/15 10:50,23/07/15 10:58,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,900227,success,delivery,23/12/27,23/07/15 10:48,23/07/15 10:51,23/07/15 11:25,23/07/15 11:29,23/07/15 11:35,23/07/15 11:45,,8500,8500
Tibi Foods - Surulere,Africa/Lagos,900303,success,delivery,23/12/27,23/07/15 11:05,23/07/15 11:07,23/07/15 11:19,23/07/15 11:31,23/07/15 11:48,23/07/15 12:16,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,900985,success,delivery,23/12/27,23/07/15 12:45,23/07/15 12:46,23/07/15 13:02,23/07/15 13:17,23/07/15 13:26,23/07/15 13:44,,2500,2500
Tibi Foods - Surulere,Africa/Lagos,901034,success,delivery,23/12/27,23/07/15 12:50,23/07/15 12:53,23/07/15 13:07,23/07/15 13:17,23/07/15 13:23,23/07/15 13:31,,8400,8400
Tibi Foods - Surulere,Africa/Lagos,901473,success,delivery,23/12/27,23/07/15 13:48,23/07/15 13:49,23/07/15 14:02,23/07/15 14:12,23/07/15 14:22,23/07/15 14:26,,5500,5500
Tibi Foods - Surulere,Africa/Lagos,901596,success,delivery,23/12/26,23/07/15 14:06,23/07/15 14:12,23/07/15 14:51,23/07/15 14:52,23/07/15 15:05,23/07/15 15:23,,5600,5600
Tibi Foods - Surulere,Africa/Lagos,902389,success,delivery,23/12/26,23/07/15 15:39,23/07/15 15:42,23/07/15 15:59,23/07/15 15:59,23/07/15 16:39,23/07/15 16:59,,7200,7200
Tibi Foods - Surulere,Africa/Lagos,902690,success,delivery,23/12/26,23/07/15 16:20,23/07/15 16:21,23/07/15 16:32,23/07/15 16:36,23/07/15 16:39,23/07/15 16:41,,5000,5000
Tibi Foods - Surulere,Africa/Lagos,904073,success,delivery,23/12/26,23/07/15 19:52,23/07/15 19:54,23/07/15 20:11,23/07/15 20:22,23/07/15 20:27,23/07/15 20:51,,2500,2500
Tibi Foods - Surulere,Africa/Lagos,904412,success,delivery,23/12/26,23/07/15 21:00,23/07/15 21:02,23/07/15 21:17,23/07/15 21:33,23/07/15 21:36,23/07/15 21:52,,5800,5800
Tibi Foods - Surulere,Africa/Lagos,904611,success,delivery,23/12/26,23/07/16 9:16,23/07/16 9:18,23/07/16 9:25,23/07/16 9:32,23/07/16 9:36,23/07/16 9:55,,4700,4700
Tibi Foods - Surulere,Africa/Lagos,904773,success,delivery,23/12/26,23/07/16 10:09,23/07/16 10:11,23/07/16 10:31,23/07/16 10:34,23/07/16 10:40,23/07/16 10:53,,4700,4700
Tibi Foods - Surulere,Africa/Lagos,904847,success,delivery,23/12/26,23/07/16 10:32,23/07/16 10:32,23/07/16 10:46,23/07/16 10:49,23/07/16 10:53,23/07/16 11:05,,8200,8200
Tibi Foods - Surulere,Africa/Lagos,905411,success,delivery,23/12/26,23/07/16 12:34,23/07/16 12:35,23/07/16 12:51,23/07/16 12:58,23/07/16 13:02,23/07/16 13:09,,5000,5000
Tibi Foods - Surulere,Africa/Lagos,905563,success,delivery,23/12/26,23/07/16 12:58,23/07/16 12:59,23/07/16 13:02,23/07/16 13:13,23/07/16 13:17,23/07/16 13:36,,2500,2500
Tibi Foods - Surulere,Africa/Lagos,905641,success,delivery,23/12/26,23/07/16 13:10,23/07/16 13:13,23/07/16 13:24,23/07/16 13:34,23/07/16 13:40,23/07/16 13:52,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,906073,success,delivery,23/12/26,23/07/16 14:20,23/07/16 14:21,23/07/16 15:08,23/07/16 15:10,23/07/16 15:13,23/07/16 15:18,,3000,3000
Tibi Foods - Surulere,Africa/Lagos,906609,success,delivery,23/12/26,23/07/16 15:41,23/07/16 15:44,23/07/16 16:02,23/07/16 16:06,23/07/16 16:09,23/07/16 16:15,,3400,3400
Tibi Foods - Surulere,Africa/Lagos,907136,success,delivery,23/12/26,23/07/16 17:21,23/07/16 17:22,23/07/16 18:08,23/07/16 18:14,23/07/16 18:23,23/07/16 18:42,,8500,8500
Tibi Foods - Surulere,Africa/Lagos,907600,success,delivery,23/12/26,23/07/16 18:47,23/07/16 18:49,23/07/16 19:25,23/07/16 19:30,23/07/16 19:33,23/07/16 19:53,,8800,8800
Tibi Foods - Surulere,Africa/Lagos,909550,success,delivery,23/12/26,23/07/17 13:17,23/07/17 13:20,23/07/17 14:02,23/07/17 14:09,23/07/17 14:14,23/07/17 14:31,,4000,4000
Tibi Foods - Surulere,Africa/Lagos,909595,success,delivery,23/12/26,23/07/17 13:24,23/07/17 13:25,23/07/17 14:11,23/07/17 14:12,23/07/17 14:14,23/07/17 14:39,,2200,2200
